2023-10-01 00:00:00,2023-10-01 00:00:00,0.0,25.035200119018555,0.86,95.32,1.68
2023-10-01 01:00:00,2023-10-01 01:00:00,0.0,24.86674690246582,0.77,95.11,1.45
2023-10-01 02:00:00,2023-10-01 02:00:00,0.0,24.793676376342773,0.6,94.27,1.16
2023-10-01 03:00:00,2023-10-01 03:00:00,0.0,24.859394073486328,0.44,93.52,0.85
2023-10-01 04:00:00,2023-10-01 04:00:00,0.0,25.108409881591797,0.38,93.44,0.5
2023-10-01 05:00:00,2023-10-01 05:00:00,0.0,25.571767807006836,0.5,93.34,0.24
2023-10-01 06:00:00,2023-10-01 06:00:00,0.21,26.256481170654297,0.34,93.89,0.22
2023-10-01 07:00:00,2023-10-01 07:00:00,0.81,27.13825035095215,0.6,85.03,0.46
2023-10-01 08:00:00,2023-10-01 08:00:00,1.49,28.157516479492188,0.33,74.61,1.55
2023-10-01 09:00:00,2023-10-01 09:00:00,2.15,29.220062255859375,2.35,70.47,1.74
2023-10-01 10:00:00,2023-10-01 10:00:00,2.57,30.204795837402344,2.9,67.63,1.79
2023-10-01 11:00:00,2023-10-01 11:00:00,2.78,30.981298446655273,2.15,65.51,1.82
2023-10-01 12:00:00,2023-10-01 12:00:00,2.69,31.43635368347168,1.95,64.57,1.95
2023-10-01 13:00:00,2023-10-01 13:00:00,2.45,31.503189086914062,1.19,64.64,2.24
2023-10-01 14:00:00,2023-10-01 14:00:00,1.99,31.18252182006836,0.96,65.75,2.65
2023-10-01 15:00:00,2023-10-01 15:00:00,1.41,30.544790267944336,0.91,68.6,2.89
2023-10-01 16:00:00,2023-10-01 16:00:00,0.68,29.709793090820312,0.84,73.27,2.72
2023-10-01 17:00:00,2023-10-01 17:00:00,0.08,28.81075668334961,0.21,81.84,2.52
2023-10-01 18:00:00,2023-10-01 18:00:00,0.0,27.95792579650879,0.05,88.98,2.33
2023-10-01 19:00:00,2023-10-01 19:00:00,0.0,27.216543197631836,0.07,90.48,2.42
